Date,State,New Confirmed Cases,7-Day Avg,Quarter,Average Fare ($),Adj Average Fare ($),Passengers_2024_Benchmark
2020-05-04,OH,844,549.1428571428571,Q2_2020,216.66,266.19714285714286,275340
2020-05-05,OH,548,509.2857142857143,Q2_2020,216.66,266.19714285714286,275340
2020-05-06,OH,670,551.0,Q2_2020,216.66,266.19714285714286,275340
2020-05-07,OH,485,558.1428571428571,Q2_2020,216.66,266.19714285714286,275340
2020-05-08,OH,235,523.4285714285714,Q2_2020,216.66,266.19714285714286,275340
2020-05-09,OH,654,546.2857142857143,Q2_2020,216.66,266.19714285714286,275340
2020-05-10,OH,217,521.8571428571429,Q2_2020,216.66,266.19714285714286,275340
2020-05-11,OH,586,485.0,Q2_2020,216.66,266.19714285714286,275340
2020-05-12,OH,326,453.2857142857143,Q2_2020,216.66,266.19714285714286,275340
2020-05-13,OH,997,500.0,Q2_2020,216.66,266.19714285714286,275340
2020-05-14,OH,782,542.4285714285714,Q2_2020,216.66,266.19714285714286,275340
2020-05-15,OH,621,597.5714285714286,Q2_2020,216.66,266.19714285714286,275340
2020-05-16,OH,852,625.8571428571429,Q2_2020,216.66,266.19714285714286,275340
2020-05-17,OH,430,656.2857142857143,Q2_2020,216.66,266.19714285714286,275340
2020-05-18,OH,708,673.7142857142857,Q2_2020,216.66,266.19714285714286,275340
2020-05-19,OH,639,718.4285714285714,Q2_2020,216.66,266.19714285714286,275340
2020-05-20,OH,652,669.1428571428571,Q2_2020,216.66,266.19714285714286,275340
2020-05-21,OH,854,679.4285714285714,Q2_2020,216.66,266.19714285714286,275340
2020-05-22,OH,746,697.2857142857143,Q2_2020,216.66,266.19714285714286,275340
2020-05-23,OH,657,669.4285714285714,Q2_2020,216.66,266.19714285714286,275340
2020-05-24,OH,269,646.4285714285714,Q2_2020,216.66,266.19714285714286,275340
2020-05-25,OH,407,603.4285714285714,Q2_2020,216.66,266.19714285714286,275340
2020-05-26,OH,575,594.2857142857143,Q2_2020,216.66,266.19714285714286,275340
2020-05-27,OH,618,589.4285714285714,Q2_2020,216.66,266.19714285714286,275340
2020-05-28,OH,373,520.7142857142857,Q2_2020,216.66,266.19714285714286,275340
2020-05-29,OH,1082,568.7142857142857,Q2_2020,216.66,266.19714285714286,275340
2020-05-30,OH,903,603.8571428571429,Q2_2020,216.66,266.19714285714286,275340
2020-05-31,OH,720,668.2857142857143,Q2_2020,216.66,266.19714285714286,275340
2020-06-01,OH,614,697.8571428571429,Q2_2020,216.66,266.19714285714286,275340
2020-06-02,OH,557,695.2857142857143,Q2_2020,216.66,266.19714285714286,275340
2020-06-03,OH,409,665.4285714285714,Q2_2020,216.66,266.19714285714286,275340
2020-06-04,OH,615,700.0,Q2_2020,216.66,266.19714285714286,275340
2020-06-05,OH,651,638.4285714285714,Q2_2020,216.66,266.19714285714286,275340
2020-06-06,OH,351,559.5714285714286,Q2_2020,216.66,266.19714285714286,275340
2020-06-07,OH,666,551.8571428571429,Q2_2020,216.66,266.19714285714286,275340
2020-06-08,OH,568,545.2857142857143,Q2_2020,216.66,266.19714285714286,275340
2020-06-09,OH,218,496.8571428571428,Q2_2020,216.66,266.19714285714286,275340
2020-06-10,OH,427,499.4285714285714,Q2_2020,216.66,266.19714285714286,275340
2020-06-11,OH,517,485.4285714285714,Q2_2020,216.66,266.19714285714286,275340
2020-06-12,OH,977,532.0,Q2_2020,216.66,266.19714285714286,275340
2020-06-13,OH,711,583.4285714285714,Q2_2020,216.66,266.19714285714286,275340
2020-06-14,OH,332,535.7142857142857,Q2_2020,216.66,266.19714285714286,275340
2020-06-15,OH,697,554.1428571428571,Q2_2020,216.66,266.19714285714286,275340
2020-06-16,OH,290,564.4285714285714,Q2_2020,216.66,266.19714285714286,275340
2020-06-17,OH,816,620.0,Q2_2020,216.66,266.19714285714286,275340
2020-06-18,OH,505,618.2857142857143,Q2_2020,216.66,266.19714285714286,275340
2020-06-19,OH,581,561.7142857142857,Q2_2020,216.66,266.19714285714286,275340
2020-06-20,OH,865,583.7142857142857,Q2_2020,216.66,266.19714285714286,275340
2020-06-21,OH,342,585.1428571428571,Q2_2020,216.66,266.19714285714286,275340
2020-06-22,OH,320,531.2857142857143,Q2_2020,216.66,266.19714285714286,275340
2020-06-23,OH,483,558.8571428571429,Q2_2020,216.66,266.19714285714286,275340
2020-06-24,OH,807,557.5714285714286,Q2_2020,216.66,266.19714285714286,275340
2020-06-25,OH,296,527.7142857142857,Q2_2020,216.66,266.19714285714286,275340
2020-06-26,OH,33,449.4285714285714,Q2_2020,216.66,266.19714285714286,275340
2020-06-27,OH,509,398.57142857142856,Q2_2020,216.66,266.19714285714286,275340
2020-06-28,OH,710,451.1428571428572,Q2_2020,216.66,266.19714285714286,275340
2020-06-29,OH,840,525.4285714285714,Q2_2020,216.66,266.19714285714286,275340
2020-06-30,OH,507,528.8571428571429,Q2_2020,216.66,266.19714285714286,275340
2020-04-01,PA,323,230.0,Q2_2020,272.73,335.08769230769224,618958
2020-04-02,PA,660,309.0,Q2_2020,272.73,335.08769230769224,618958
2020-04-03,PA,744,381.57142857142856,Q2_2020,272.73,335.08769230769224,618958
2020-04-04,PA,553,452.2857142857143,Q2_2020,272.73,335.08769230769224,618958
2020-04-05,PA,890,534.5714285714286,Q2_2020,272.73,335.08769230769224,618958
2020-04-06,PA,332,500.2857142857143,Q2_2020,272.73,335.08769230769224,618958
2020-04-07,PA,738,605.7142857142857,Q2_2020,272.73,335.08769230769224,618958
2020-04-08,PA,478,627.8571428571429,Q2_2020,272.73,335.08769230769224,618958
2020-04-09,PA,943,668.2857142857143,Q2_2020,272.73,335.08769230769224,618958
2020-04-10,PA,998,704.5714285714286,Q2_2020,272.73,335.08769230769224,618958
2020-04-11,PA,446,689.2857142857143,Q2_2020,272.73,335.08769230769224,618958
2020-04-12,PA,490,632.1428571428571,Q2_2020,272.73,335.08769230769224,618958
2020-04-13,PA,771,694.8571428571429,Q2_2020,272.73,335.08769230769224,618958
2020-04-14,PA,522,664.0,Q2_2020,272.73,335.08769230769224,618958
2020-04-15,PA,590,680.0,Q2_2020,272.73,335.08769230769224,618958
2020-04-16,PA,605,631.7142857142857,Q2_2020,272.73,335.08769230769224,618958
2020-04-17,PA,216,520.0,Q2_2020,272.73,335.08769230769224,618958
2020-04-18,PA,597,541.5714285714286,Q2_2020,272.73,335.08769230769224,618958
2020-04-19,PA,462,537.5714285714286,Q2_2020,272.73,335.08769230769224,618958
2020-04-20,PA,501,499.0,Q2_2020,272.73,335.08769230769224,618958
2020-04-21,PA,888,551.2857142857143,Q2_2020,272.73,335.08769230769224,618958
2020-04-22,PA,348,516.7142857142857,Q2_2020,272.73,335.08769230769224,618958
2020-04-23,PA,762,539.1428571428571,Q2_2020,272.73,335.08769230769224,618958
2020-04-24,PA,544,586.0,Q2_2020,272.73,335.08769230769224,618958
2020-04-25,PA,544,578.4285714285714,Q2_2020,272.73,335.08769230769224,618958
2020-04-26,PA,758,620.7142857142857,Q2_2020,272.73,335.08769230769224,618958
2020-04-27,PA,668,644.5714285714286,Q2_2020,272.73,335.08769230769224,618958
2020-04-28,PA,714,619.7142857142857,Q2_2020,272.73,335.08769230769224,618958
2020-04-29,PA,793,683.2857142857143,Q2_2020,272.73,335.08769230769224,618958
2020-04-30,PA,533,650.5714285714286,Q2_2020,272.73,335.08769230769224,618958
2020-05-01,PA,477,641.0,Q2_2020,272.73,335.08769230769224,618958
2020-05-02,PA,382,617.8571428571429,Q2_2020,272.73,335.08769230769224,618958
2020-05-03,PA,434,571.5714285714286,Q2_2020,272.73,335.08769230769224,618958
2020-05-04,PA,1189,646.0,Q2_2020,272.73,335.08769230769224,618958
2020-05-05,PA,848,665.1428571428571,Q2_2020,272.73,335.08769230769224,618958
2020-05-06,PA,329,598.8571428571429,Q2_2020,272.73,335.08769230769224,618958
2020-05-07,PA,335,570.5714285714286,Q2_2020,272.73,335.08769230769224,618958
2020-05-08,PA,696,601.8571428571429,Q2_2020,272.73,335.08769230769224,618958
2020-05-09,PA,709,648.5714285714286,Q2_2020,272.73,335.08769230769224,618958
2020-05-10,PA,709,687.8571428571429,Q2_2020,272.73,335.08769230769224,618958
2020-05-11,PA,549,596.4285714285714,Q2_2020,272.73,335.08769230769224,618958
2020-05-12,PA,574,557.2857142857143,Q2_2020,272.73,335.08769230769224,618958
2020-05-13,PA,665,605.2857142857143,Q2_2020,272.73,335.08769230769224,618958
2020-05-14,PA,617,645.5714285714286,Q2_2020,272.73,335.08769230769224,618958
2020-05-15,PA,156,568.4285714285714,Q2_2020,272.73,335.08769230769224,618958
2020-05-16,PA,554,546.2857142857143,Q2_2020,272.73,335.08769230769224,618958
2020-05-17,PA,429,506.2857142857143,Q2_2020,272.73,335.08769230769224,618958
2020-05-18,PA,635,518.5714285714286,Q2_2020,272.73,335.08769230769224,618958
2020-05-19,PA,1197,607.5714285714286,Q2_2020,272.73,335.08769230769224,618958
2020-05-20,PA,673,608.7142857142857,Q2_2020,272.73,335.08769230769224,618958
2020-05-21,PA,537,597.2857142857143,Q2_2020,272.73,335.08769230769224,618958
2020-05-22,PA,784,687.0,Q2_2020,272.73,335.08769230769224,618958
2020-05-23,PA,696,707.2857142857143,Q2_2020,272.73,335.08769230769224,618958
2020-05-24,PA,684,743.7142857142857,Q2_2020,272.73,335.08769230769224,618958
2020-05-25,PA,721,756.0,Q2_2020,272.73,335.08769230769224,618958
2020-05-26,PA,1011,729.4285714285714,Q2_2020,272.73,335.08769230769224,618958
2020-05-27,PA,373,686.5714285714286,Q2_2020,272.73,335.08769230769224,618958
2020-05-28,PA,694,709.0,Q2_2020,272.73,335.08769230769224,618958
2020-05-29,PA,414,656.1428571428571,Q2_2020,272.73,335.08769230769224,618958
2020-05-30,PA,711,658.2857142857143,Q2_2020,272.73,335.08769230769224,618958
2020-05-31,PA,416,620.0,Q2_2020,272.73,335.08769230769224,618958
2020-06-01,PA,516,590.7142857142857,Q2_2020,272.73,335.08769230769224,618958
2020-06-02,PA,540,523.4285714285714,Q2_2020,272.73,335.08769230769224,618958
2020-06-03,PA,795,583.7142857142857,Q2_2020,272.73,335.08769230769224,618958
2020-06-04,PA,783,596.4285714285714,Q2_2020,272.73,335.08769230769224,618958
2020-06-05,PA,350,587.2857142857143,Q2_2020,272.73,335.08769230769224,618958
2020-06-06,PA,610,572.8571428571429,Q2_2020,272.73,335.08769230769224,618958
2020-06-07,PA,458,578.8571428571429,Q2_2020,272.73,335.08769230769224,618958
2020-06-08,PA,348,554.8571428571429,Q2_2020,272.73,335.08769230769224,618958
2020-06-09,PA,556,557.1428571428571,Q2_2020,272.73,335.08769230769224,618958
2020-06-10,PA,538,520.4285714285714,Q2_2020,272.73,335.08769230769224,618958
2020-06-11,PA,1085,563.5714285714286,Q2_2020,272.73,335.08769230769224,618958
2020-06-12,PA,686,611.5714285714286,Q2_2020,272.73,335.08769230769224,618958
2020-06-13,PA,324,570.7142857142857,Q2_2020,272.73,335.08769230769224,618958
2020-06-14,PA,487,574.8571428571429,Q2_2020,272.73,335.08769230769224,618958
2020-06-15,PA,804,640.0,Q2_2020,272.73,335.08769230769224,618958
2020-06-16,PA,1017,705.8571428571429,Q2_2020,272.73,335.08769230769224,618958
2020-06-17,PA,282,669.2857142857143,Q2_2020,272.73,335.08769230769224,618958
2020-06-18,PA,224,546.2857142857143,Q2_2020,272.73,335.08769230769224,618958
2020-06-19,PA,974,587.4285714285714,Q2_2020,272.73,335.08769230769224,618958
2020-06-20,PA,677,637.8571428571429,Q2_2020,272.73,335.08769230769224,618958
2020-06-21,PA,426,629.1428571428571,Q2_2020,272.73,335.08769230769224,618958
2020-06-22,PA,706,615.1428571428571,Q2_2020,272.73,335.08769230769224,618958
2020-06-23,PA,72,480.1428571428572,Q2_2020,272.73,335.08769230769224,618958
2020-06-24,PA,600,525.5714285714286,Q2_2020,272.73,335.08769230769224,618958
2020-06-25,PA,665,588.5714285714286,Q2_2020,272.73,335.08769230769224,618958
2020-06-26,PA,784,561.4285714285714,Q2_2020,272.73,335.08769230769224,618958
2020-06-27,PA,397,521.4285714285714,Q2_2020,272.73,335.08769230769224,618958
2020-06-28,PA,617,548.7142857142857,Q2_2020,272.73,335.08769230769224,618958
2020-06-29,PA,414,507.0,Q2_2020,272.73,335.08769230769224,618958
2020-06-30,PA,651,589.7142857142857,Q2_2020,272.73,335.08769230769224,618958
2020-04-01,TX,933,191.8571428571429,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-04-02,TX,548,270.1428571428572,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-04-03,TX,299,275.1428571428572,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-04-04,TX,550,337.42857142857144,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-04-05,TX,545,415.2857142857143,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-04-06,TX,60,423.8571428571428,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-04-07,TX,589,503.4285714285714,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-04-08,TX,553,449.1428571428572,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-04-09,TX,739,476.4285714285714,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-04-10,TX,969,572.1428571428571,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-04-11,TX,825,611.4285714285714,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-04-12,TX,546,611.5714285714286,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-04-13,TX,378,657.0,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-04-14,TX,1114,732.0,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-04-15,TX,611,740.2857142857143,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-04-16,TX,602,720.7142857142857,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-04-17,TX,595,667.2857142857143,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-04-18,TX,639,640.7142857142857,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-04-19,TX,571,644.2857142857143,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-04-20,TX,485,659.5714285714286,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-04-21,TX,490,570.4285714285714,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-04-22,TX,593,567.8571428571429,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-04-23,TX,491,552.0,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-04-24,TX,457,532.2857142857143,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-04-25,TX,621,529.7142857142857,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-04-26,TX,549,526.5714285714286,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-04-27,TX,900,585.8571428571429,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-04-28,TX,69,525.7142857142857,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-04-29,TX,818,557.8571428571429,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-04-30,TX,849,609.0,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-05-01,TX,185,570.1428571428571,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-05-02,TX,531,557.2857142857143,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-05-03,TX,525,553.8571428571429,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-05-04,TX,318,470.7142857142857,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-05-05,TX,444,524.2857142857143,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-05-06,TX,377,461.2857142857143,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-05-07,TX,950,475.7142857142857,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-05-08,TX,787,561.7142857142857,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-05-09,TX,854,607.8571428571429,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-05-10,TX,744,639.1428571428571,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-05-11,TX,374,647.1428571428571,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-05-12,TX,495,654.4285714285714,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-05-13,TX,697,700.1428571428571,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-05-14,TX,355,615.1428571428571,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-05-15,TX,742,608.7142857142857,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-05-16,TX,551,565.4285714285714,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-05-17,TX,525,534.1428571428571,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-05-18,TX,742,586.7142857142857,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-05-19,TX,688,614.2857142857143,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-05-20,TX,527,590.0,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-05-21,TX,831,658.0,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-05-22,TX,383,606.7142857142857,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-05-23,TX,723,631.2857142857143,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-05-24,TX,718,658.8571428571429,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-05-25,TX,538,629.7142857142857,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-05-26,TX,665,626.4285714285714,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-05-27,TX,349,601.0,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-05-28,TX,784,594.2857142857143,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-05-29,TX,563,620.0,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-05-30,TX,495,587.4285714285714,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-05-31,TX,809,600.4285714285714,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-06-01,TX,459,589.1428571428571,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-06-02,TX,318,539.5714285714286,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-06-03,TX,288,530.8571428571429,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-06-04,TX,721,521.8571428571429,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-06-05,TX,343,490.4285714285714,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-06-06,TX,950,555.4285714285714,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-06-07,TX,183,466.0,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-06-08,TX,939,534.5714285714286,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-06-09,TX,642,580.8571428571429,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-06-10,TX,580,622.5714285714286,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-06-11,TX,491,589.7142857142857,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-06-12,TX,679,637.7142857142857,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-06-13,TX,592,586.5714285714286,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-06-14,TX,820,677.5714285714286,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-06-15,TX,622,632.2857142857143,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-06-16,TX,630,630.5714285714286,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-06-17,TX,527,623.0,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-06-18,TX,588,636.8571428571429,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-06-19,TX,661,634.2857142857143,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-06-20,TX,257,586.4285714285714,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-06-21,TX,330,516.4285714285714,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-06-22,TX,748,534.4285714285714,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-06-23,TX,634,535.0,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-06-24,TX,563,540.1428571428571,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-06-25,TX,603,542.2857142857143,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-06-26,TX,669,543.4285714285714,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-06-27,TX,492,577.0,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-06-28,TX,444,593.2857142857143,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-06-29,TX,639,577.7142857142857,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-06-30,TX,404,544.8571428571429,Q2_2020,293.2892307692308,360.3457692307693,894683
2020-07-01,CA,203,567.7142857142857,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-07-02,CA,492,565.0,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-07-03,CA,439,538.2857142857143,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-07-04,CA,279,451.2857142857143,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-07-05,CA,413,465.7142857142857,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-07-06,CA,322,392.8571428571428,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-07-07,CA,422,367.1428571428572,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-07-08,CA,532,414.1428571428572,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-07-09,CA,717,446.2857142857143,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-07-10,CA,152,405.2857142857143,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-07-11,CA,826,483.4285714285714,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-07-12,CA,9,425.7142857142857,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-07-13,CA,369,432.4285714285714,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-07-14,CA,517,446.0,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-07-15,CA,456,435.1428571428572,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-07-16,CA,275,372.0,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-07-17,CA,358,401.4285714285714,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-07-18,CA,301,326.42857142857144,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-07-19,CA,282,365.4285714285714,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-07-20,CA,569,394.0,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-07-21,CA,471,387.4285714285714,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-07-22,CA,261,359.57142857142856,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-07-23,CA,579,403.0,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-07-24,CA,461,417.7142857142857,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-07-25,CA,562,455.0,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-07-26,CA,525,489.7142857142857,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-07-27,CA,234,441.8571428571428,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-07-28,CA,287,415.57142857142856,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-07-29,CA,549,456.7142857142857,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-07-30,CA,522,448.57142857142856,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-07-31,CA,395,439.1428571428572,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-08-01,CA,423,419.2857142857143,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-08-02,CA,655,437.8571428571428,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-08-03,CA,281,444.57142857142856,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-08-04,CA,509,476.2857142857143,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-08-05,CA,359,449.1428571428572,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-08-06,CA,356,425.4285714285714,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-08-07,CA,619,457.4285714285714,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-08-08,CA,565,477.7142857142857,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-08-09,CA,562,464.4285714285714,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-08-10,CA,661,518.7142857142857,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-08-11,CA,404,503.7142857142857,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-08-12,CA,536,529.0,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-08-13,CA,337,526.2857142857143,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-08-14,CA,464,504.1428571428572,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-08-15,CA,373,476.7142857142857,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-08-16,CA,419,456.2857142857143,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-08-17,CA,519,436.0,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-08-18,CA,236,412.0,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-08-19,CA,818,452.2857142857143,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-08-20,CA,198,432.4285714285714,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-08-21,CA,157,388.57142857142856,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-08-22,CA,631,425.4285714285714,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-08-23,CA,558,445.2857142857143,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-08-24,CA,524,446.0,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-08-25,CA,525,487.2857142857143,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-08-26,CA,397,427.1428571428572,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-08-27,CA,220,430.2857142857143,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-08-28,CA,415,467.1428571428572,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-08-29,CA,264,414.7142857142857,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-08-30,CA,595,420.0,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-08-31,CA,370,398.0,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-09-01,CA,234,356.42857142857144,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-09-02,CA,335,347.57142857142856,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-09-03,CA,482,385.0,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-09-04,CA,287,366.7142857142857,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-09-05,CA,235,362.57142857142856,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-09-06,CA,448,341.57142857142856,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-09-07,CA,448,352.7142857142857,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-09-08,CA,298,361.8571428571428,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-09-09,CA,305,357.57142857142856,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-09-10,CA,446,352.42857142857144,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-09-11,CA,110,327.1428571428572,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-09-12,CA,118,310.42857142857144,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-09-13,CA,256,283.0,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-09-14,CA,357,270.0,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-09-15,CA,462,293.42857142857144,Q3_2020,264.5604347826087,321.4121739130435,1284083
2020-09-16,CA,695,349.1428571428572,Q3_2020,264.5604347826087,321.4121739130435,1284083
